poi-10-1	1.0	0.67	15.0	1	59.0	201.0	0.0	0.0019	0.0	201.0
poi-10-1	1.0	0.67	15.0	1	118.0	295.0	0.0	0.0976	114.0	295.0
poi-10-1	1.0	0.67	15.0	2	59.0	201.0	0.0	0.0021	0.0	201.0
poi-10-1	1.0	0.67	15.0	2	118.0	295.0	0.0	0.1233	64.0	295.0
poi-10-1	1.0	0.67	15.0	3	59.0	201.0	0.0	0.0024	1.0	201.0
poi-10-1	1.0	0.67	15.0	3	118.0	295.0	0.0	0.1285	56.0	295.0
poi-10-1	1.0	0.67	30.0	1	59.0	201.0	0.0	0.0027	1.0	201.0
poi-10-1	1.0	0.67	30.0	1	118.0	295.0	0.0	0.0890	219.0	295.0
poi-10-1	1.0	0.67	30.0	2	59.0	201.0	0.0	0.0034	1.0	201.0
poi-10-1	1.0	0.67	30.0	2	118.0	295.0	0.0	0.1271	164.0	295.0
poi-10-1	1.0	0.67	30.0	3	59.0	201.0	0.0	0.0044	1.0	201.0
poi-10-1	1.0	0.67	30.0	3	118.0	295.0	0.0	0.1764	192.0	295.0
poi-10-1	1.0	1.0	15.0	1	59.0	201.0	0.0	0.0018	0.0	201.0
poi-10-1	1.0	1.0	15.0	1	118.0	295.0	0.0	0.0614	148.0	295.0
poi-10-1	1.0	1.0	15.0	2	59.0	201.0	0.0	0.0021	0.0	201.0
poi-10-1	1.0	1.0	15.0	2	118.0	295.0	0.0	0.1050	78.0	295.0
poi-10-1	1.0	1.0	15.0	3	59.0	201.0	0.0	0.0024	1.0	201.0
poi-10-1	1.0	1.0	15.0	3	118.0	295.0	0.0	0.0837	92.0	295.0
poi-10-1	1.0	1.0	30.0	1	59.0	201.0	0.0	0.0028	1.0	201.0
poi-10-1	1.0	1.0	30.0	1	118.0	295.0	0.0	0.0951	348.0	295.0
poi-10-1	1.0	1.0	30.0	2	59.0	201.0	0.0	0.0037	1.0	201.0
poi-10-1	1.0	1.0	30.0	2	118.0	295.0	0.0	0.1587	295.0	295.0
poi-10-1	1.0	1.0	30.0	3	59.0	201.0	0.0	0.0044	1.0	201.0
poi-10-1	1.0	1.0	30.0	3	118.0	295.0	0.0	0.2298	625.0	295.0
poi-10-1	1.0	1.33	15.0	1	59.0	233.0	0.0	0.0017	0.0	233.0
poi-10-1	1.0	1.33	15.0	1	118.0	327.0	0.0	0.0771	115.0	327.0
poi-10-1	1.0	1.33	15.0	2	59.0	233.0	0.0	0.0021	0.0	233.0
poi-10-1	1.0	1.33	15.0	2	118.0	327.0	0.0	0.0987	86.0	327.0
poi-10-1	1.0	1.33	15.0	3	59.0	233.0	0.0	0.0023	1.0	233.0
poi-10-1	1.0	1.33	15.0	3	118.0	327.0	0.0	0.1351	62.0	327.0
poi-10-1	1.0	1.33	30.0	1	59.0	233.0	0.0	0.0027	1.0	233.0
poi-10-1	1.0	1.33	30.0	1	118.0	347.0	0.0	0.1077	534.0	347.0
poi-10-1	1.0	1.33	30.0	2	59.0	233.0	0.0	0.0036	1.0	233.0
poi-10-1	1.0	1.33	30.0	2	118.0	347.0	0.0	0.1412	236.0	347.0
poi-10-1	1.0	1.33	30.0	3	59.0	233.0	0.0	0.0044	1.0	233.0
poi-10-1	1.0	1.33	30.0	3	118.0	347.0	0.0	0.1802	190.0	347.0
poi-10-1	2.0	0.67	15.0	1	59.0	201.0	0.0	0.0018	0.0	201.0
poi-10-1	2.0	0.67	15.0	1	118.0	295.0	0.0	0.0960	92.0	295.0
poi-10-1	2.0	0.67	15.0	2	59.0	201.0	0.0	0.0021	0.0	201.0
poi-10-1	2.0	0.67	15.0	2	118.0	295.0	0.0	0.1154	90.0	295.0
poi-10-1	2.0	0.67	15.0	3	59.0	201.0	0.0	0.0024	1.0	201.0
poi-10-1	2.0	0.67	15.0	3	118.0	295.0	0.0	0.1111	58.0	295.0
poi-10-1	2.0	0.67	30.0	1	59.0	201.0	0.0	0.0025	1.0	201.0
poi-10-1	2.0	0.67	30.0	1	118.0	295.0	0.0	0.1326	309.0	295.0
poi-10-1	2.0	0.67	30.0	2	59.0	201.0	0.0	0.0034	1.0	201.0
poi-10-1	2.0	0.67	30.0	2	118.0	295.0	0.0	0.1497	308.0	295.0
poi-10-1	2.0	0.67	30.0	3	59.0	201.0	0.0	0.0043	1.0	201.0
poi-10-1	2.0	0.67	30.0	3	118.0	295.0	0.0	0.1735	178.0	295.0
poi-10-1	2.0	1.0	15.0	1	59.0	201.0	0.0	0.0019	0.0	201.0
poi-10-1	2.0	1.0	15.0	1	118.0	295.0	0.0	0.0884	110.0	295.0
poi-10-1	2.0	1.0	15.0	2	59.0	201.0	0.0	0.0021	0.0	201.0
poi-10-1	2.0	1.0	15.0	2	118.0	295.0	0.0	0.0623	78.0	295.0
poi-10-1	2.0	1.0	15.0	3	59.0	201.0	0.0	0.0025	1.0	201.0
poi-10-1	2.0	1.0	15.0	3	118.0	295.0	0.0	0.0843	127.0	295.0
poi-10-1	2.0	1.0	30.0	1	59.0	201.0	0.0	0.0027	1.0	201.0
poi-10-1	2.0	1.0	30.0	1	118.0	295.0	0.0	0.1262	323.0	295.0
