name	alpha	beta	L	m	T	OBJ	GAP	CPU	Nodes	obj_bound
poi-30-3	2.0	1.0	12.0	2	86.0	506	0.0	40.0703	340.0	506.00
poi-30-3	2.0	1.0	12.0	2	172.0	1225	0.0	23.8561	1003.0	1225.00
poi-30-3	2.0	1.0	12.0	3	86.0	506	0.0	23.0709	640.0	506.00
poi-30-3	2.0	1.0	12.0	3	172.0	1225	0.0	43.9745	551.0	1225.00
poi-30-3	2.0	1.0	24.0	1	172.0	1449	0.0	41.6303	445.0	1449.00
poi-30-3	2.0	1.0	24.0	1	86.0	711	0.0	101.4263	1920.0	711.00
poi-30-3	1.0	1.33	24.0	2	86.0	779	0.0	1595.1579	26951.0	779.00
poi-30-3	2.0	1.0	24.0	2	172.0	1449	0.0	202.3272	2357.0	1449.00
poi-30-3	2.0	1.0	24.0	3	86.0	720	0.0	134.0406	1484.0	720.00
poi-30-3	2.0	1.33	12.0	1	86.0	519	0.0	25.5340	1078.0	519.00
poi-30-3	1.0	1.0	24.0	3	172.0	0	0.1094946401217021	3602.2537	25207.0	1449.00
poi-30-3	2.0	1.33	12.0	1	172.0	1343	0.0	17.9462	804.0	1343.00
poi-30-3	2.0	1.33	12.0	2	86.0	586	0.0	23.1916	916.0	586.00
poi-30-3	2.0	1.33	12.0	2	172.0	1347	0.0	22.9184	658.0	1347.00
poi-30-3	2.0	1.33	12.0	3	172.0	1347	0.0	15.0682	952.0	1347.00
poi-30-3	2.0	1.33	12.0	3	86.0	586	0.0	35.7271	2760.0	586.00
poi-30-3	2.0	1.0	24.0	2	86.0	720	0.0	384.2322	6303.0	720.00
poi-30-3	2.0	1.33	24.0	1	86.0	852	0.0	40.6191	1145.0	852.00
poi-30-3	2.0	1.33	24.0	1	172.0	1760	0.0	59.4198	1525.0	1760.00
poi-30-3	2.0	1.33	24.0	2	172.0	1846	0.0	81.8675	1508.0	1846.00
poi-30-3	2.0	1.33	24.0	3	172.0	1862	0.0	11.0895	5.0	1862.00
poi-30-4	1.0	0.67	11.0	1	91.0	798	0.0	11.4739	664.0	798.00
poi-30-4	1.0	0.67	11.0	1	183.0	1211	0.0	20.0680	26.0	1211.00
poi-30-4	1.0	0.67	11.0	2	91.0	798	0.0	21.1634	580.0	798.00
poi-30-4	1.0	0.67	11.0	2	183.0	1211	0.0	9.5184	97.0	1211.00
poi-30-4	1.0	0.67	11.0	3	91.0	798	0.0	24.7470	578.0	798.00
poi-30-3	2.0	1.33	24.0	2	86.0	901	0.0	203.7446	2290.0	901.00
poi-30-4	1.0	0.67	11.0	3	183.0	1211	0.0	18.9661	419.0	1211.00
poi-30-4	1.0	0.67	23.0	1	183.0	1215	0.0	26.2566	174.0	1215.00
poi-30-3	2.0	1.33	24.0	3	86.0	907	0.0	237.0122	2437.0	907.00
poi-30-4	1.0	0.67	23.0	2	183.0	1215	0.0	307.6436	10455.0	1215.00
poi-30-3	2.0	1.0	24.0	3	172.0	1449	0.0	889.9554	3472.0	1449.00
poi-30-3	1.0	1.33	24.0	1	172.0	0	0.09757694826457106	3627.9715	60801.0	1676.00
poi-30-4	1.0	1.0	11.0	1	91.0	842	0.0	34.4868	1078.0	842.00
poi-30-4	1.0	1.0	11.0	1	183.0	1226	0.0	21.7945	1187.0	1226.00
poi-30-4	1.0	1.0	11.0	2	91.0	842	0.0	21.5962	1622.0	842.00
poi-30-4	1.0	0.67	23.0	3	183.0	1217	0.0	292.9917	5929.0	1217.00
poi-30-4	1.0	1.0	11.0	2	183.0	1226	0.0	26.6174	1764.0	1226.00
poi-30-4	1.0	1.0	11.0	3	183.0	1226	0.0	36.1104	2353.0	1226.00
poi-30-4	1.0	1.0	11.0	3	91.0	842	0.0	59.6652	2811.0	842.00
poi-30-4	1.0	0.67	23.0	1	91.0	852	0.0	1378.2558	27795.0	852.00
poi-30-3	1.0	1.33	24.0	2	172.0	0	0.02072829131652661	3607.1902	44996.0	1822.00
poi-30-3	1.0	1.33	24.0	3	86.0	0	0.08104738154613438	4008.6566	63753.0	867.00
poi-30-3	1.0	1.33	24.0	3	172.0	1841	0.0	3526.3584	32109.0	1841.00
poi-30-4	1.0	0.67	23.0	2	91.0	0	0.06538895152198422	3616.5425	32163.0	945.00
poi-30-4	1.0	1.33	11.0	1	91.0	911	0.0	24.6576	1891.0	911.00
poi-30-4	1.0	1.33	11.0	1	183.0	1401	0.0	35.9350	2507.0	1401.00
poi-30-4	1.0	1.33	11.0	2	91.0	937	0.0	40.2664	1942.0	937.00
poi-30-4	1.0	1.33	11.0	2	183.0	1425	0.0	29.0273	1460.0	1425.00
poi-30-4	1.0	1.33	11.0	3	91.0	937	0.0	57.7126	3178.0	937.00
poi-30-4	1.0	1.33	11.0	3	183.0	1427	0.0	20.0861	1852.0	1427.00
poi-30-4	1.0	0.67	23.0	3	91.0	0	0.07726763717805152	3601.3588	38801.0	962.00
poi-30-4	1.0	1.0	23.0	1	183.0	0	0.043408360128617	3604.0338	35336.0	1298.00
poi-30-4	1.0	1.0	23.0	1	91.0	0	0.07296137339055794	3668.4383	48620.0	1000.00
poi-30-4	1.0	1.0	23.0	2	91.0	0	0.19525350593311758	3617.9700	22070.0	1108.00
poi-30-4	1.0	1.0	23.0	2	183.0	0	0.09640522875816901	3602.3062	21040.0	1342.00
poi-30-4	1.0	1.0	23.0	3	91.0	0	0.08652900688298919	3608.8643	24360.0	1105.00
poi-30-4	2.0	0.67	11.0	1	91.0	810	0.0	4.2006	115.0	810.00
poi-30-4	2.0	0.67	11.0	1	183.0	1215	0.0	9.8530	57.0	1215.00
poi-30-4	2.0	0.67	11.0	2	91.0	813	0.0	5.0453	563.0	813.00
poi-30-4	2.0	0.67	11.0	2	183.0	1215	0.0	1.0592	69.0	1215.00
poi-30-4	2.0	0.67	11.0	3	91.0	813	0.0	5.9723	355.0	813.00
poi-30-4	2.0	0.67	11.0	3	183.0	1215	0.0	7.9877	23.0	1215.00
poi-30-4	2.0	0.67	23.0	1	91.0	977	0.0	37.7106	897.0	977.00
poi-30-4	2.0	0.67	23.0	1	183.0	1217	0.0	13.7482	133.0	1217.00
poi-30-4	2.0	0.67	23.0	2	91.0	978	0.0	44.9062	548.0	978.00
poi-30-4	1.0	1.0	23.0	3	183.0	0	0.038669760247486466	3619.0069	18929.0	1343.00
poi-30-4	2.0	0.67	23.0	2	183.0	1219	0.0	28.5216	525.0	1219.00
poi-30-4	2.0	0.67	23.0	3	183.0	1219	0.0	21.9585	482.0	1219.00
poi-30-4	2.0	1.0	11.0	1	91.0	863	0.0	6.8848	446.0	863.00
poi-30-4	2.0	1.0	11.0	1	183.0	1226	0.0	18.2526	1048.0	1226.00
poi-30-4	2.0	1.0	11.0	2	91.0	863	0.0	3.4323	323.0	863.00
poi-30-4	2.0	1.0	11.0	2	183.0	1226	0.0	16.6113	1052.0	1226.00
poi-30-4	2.0	1.0	11.0	3	91.0	863	0.0	17.1928	661.0	863.00
poi-30-4	2.0	0.67	23.0	3	91.0	978	0.0	97.3432	1737.0	978.00
poi-30-4	2.0	1.0	11.0	3	183.0	1226	0.0	16.3686	620.0	1226.00
poi-30-4	2.0	1.0	23.0	1	91.0	1092	0.0	75.9691	3048.0	1092.00
poi-30-4	2.0	1.0	23.0	2	91.0	1092	0.0	99.2197	1552.0	1092.00
poi-30-4	2.0	1.0	23.0	1	183.0	1298	0.0	223.3831	9297.0	1298.00
poi-30-4	2.0	1.0	23.0	2	183.0	1342	0.0	207.1908	4115.0	1342.00
poi-30-4	2.0	1.0	23.0	3	91.0	1092	0.0	279.7145	5733.0	1092.00
poi-30-4	2.0	1.33	11.0	1	91.0	953	0.0	12.3017	911.0	953.00
poi-30-4	2.0	1.33	11.0	1	183.0	1413	0.0	21.7171	2137.0	1413.00
poi-30-4	2.0	1.33	11.0	2	91.0	976	0.0	25.5456	411.0	976.00
poi-30-4	2.0	1.33	11.0	2	183.0	1431	0.0	16.8302	1218.0	1431.00
poi-30-4	2.0	1.33	11.0	3	91.0	980	0.0	20.6362	1045.0	980.00
poi-30-4	2.0	1.33	11.0	3	183.0	1437	0.0	10.1024	570.0	1437.00
poi-30-4	2.0	1.33	23.0	1	91.0	1308	0.0	65.6397	2722.0	1308.00
poi-30-4	2.0	1.0	23.0	3	183.0	1342	0.0	316.2819	7314.0	1342.00
poi-30-4	2.0	1.33	23.0	2	91.0	1397	0.0	69.2949	831.0	1397.00
poi-30-4	2.0	1.33	23.0	2	183.0	1641	0.0	111.3490	1847.0	1641.00
poi-30-4	2.0	1.33	23.0	3	91.0	1403	0.0	64.0752	116.0	1403.00
poi-30-4	2.0	1.33	23.0	1	183.0	1534	0.0	338.0826	15803.0	1534.00
poi-30-5	1.0	0.67	13.0	1	82.0	422	0.0	8.3903	691.0	422.00
poi-30-5	1.0	0.67	13.0	1	164.0	1206	0.0	2.9574	1.0	1206.00
poi-30-5	1.0	0.67	13.0	2	82.0	441	0.0	15.2502	436.0	441.00
poi-30-5	1.0	0.67	13.0	2	164.0	1206	0.0	5.4528	107.0	1206.00
poi-30-5	1.0	0.67	13.0	3	82.0	441	0.0	10.5115	472.0	441.00
poi-30-5	1.0	0.67	13.0	3	164.0	1206	0.0	2.9497	1.0	1206.00
poi-30-5	1.0	0.67	26.0	1	82.0	454	0.0	55.6268	3035.0	454.00
poi-30-4	2.0	1.33	23.0	3	183.0	1671	0.0	384.9891	6032.0	1671.00
poi-30-5	1.0	0.67	26.0	2	82.0	496	0.0	235.2465	8418.0	496.00
poi-30-4	1.0	1.33	23.0	1	91.0	0	0.1111111111111111	3619.1407	71413.0	1150.00
poi-30-4	1.0	1.33	23.0	1	183.0	0	0.01547779273216689	3623.6306	93116.0	1509.00
poi-30-5	1.0	0.67	26.0	3	82.0	529	0.0	269.0746	8630.0	529.00
poi-30-5	1.0	1.0	13.0	1	82.0	457	0.0	6.7252	791.0	457.00
poi-30-5	1.0	1.0	13.0	1	164.0	1254	0.0	8.0625	1167.0	1254.00
poi-30-5	1.0	1.0	13.0	2	82.0	494	0.0	7.0736	835.0	494.00
poi-30-5	1.0	1.0	13.0	2	164.0	1254	0.0	15.2935	1141.0	1254.00
