name	alpha	beta	L	m	T	OBJ	GAP	CPU	Nodes	obj_bound
poi-30-5	1.0	1.0	13.0	3	82.0	494	0.0	23.1830	593.0	494.00
poi-30-5	1.0	1.0	13.0	3	164.0	1254	0.0	14.3217	1189.0	1254.00
poi-30-5	1.0	1.0	26.0	1	82.0	499	0.0	102.4380	6724.0	499.00
poi-30-4	1.0	1.33	23.0	2	91.0	0	0.14957264957264957	3602.5813	50340.0	1345.00
poi-30-4	1.0	1.33	23.0	2	183.0	0	0.050387596899224806	3641.1051	57410.0	1626.00
poi-30-5	1.0	1.0	26.0	2	82.0	562	0.0	325.2458	9352.0	562.00
poi-30-4	1.0	1.33	23.0	3	91.0	0	0.07375776397515528	3604.3961	46337.0	1383.00
poi-30-5	1.0	1.0	26.0	3	82.0	612	0.0	232.3800	7237.0	612.00
poi-30-5	1.0	1.33	13.0	1	82.0	508	0.0	8.5022	786.0	508.00
poi-30-5	1.0	1.33	13.0	1	164.0	1408	0.0	15.6267	1005.0	1408.00
poi-30-5	1.0	1.33	13.0	2	82.0	569	0.0	9.0457	313.0	569.00
poi-30-5	1.0	1.33	13.0	2	164.0	1453	0.0	10.5819	606.0	1453.00
poi-30-5	1.0	1.33	13.0	3	82.0	569	0.0	12.6483	687.0	569.00
poi-30-5	1.0	1.33	13.0	3	164.0	1453	0.0	8.3798	291.0	1453.00
poi-30-4	1.0	1.33	23.0	3	183.0	0	0.004923076923074544	3603.2916	71339.0	1633.00
poi-30-5	1.0	1.33	26.0	1	82.0	589	0.0	102.6245	4923.0	589.00
poi-30-5	1.0	1.33	26.0	2	82.0	649	0.0	510.9505	11085.0	649.00
poi-30-5	1.0	0.67	26.0	1	164.0	0	0.06255077173030058	3616.6247	21331.0	1308.00
poi-30-5	1.0	0.67	26.0	2	164.0	0	0.05388272583201268	3619.5073	45774.0	1330.00
poi-30-5	1.0	0.67	26.0	3	164.0	0	0.06956521739130435	3601.8938	54952.0	1353.00
poi-30-5	2.0	0.67	13.0	1	82.0	472	0.0	1.9455	112.0	472.00
poi-30-5	2.0	0.67	13.0	1	164.0	1211	0.0	7.8737	1.0	1211.00
poi-30-5	2.0	0.67	13.0	2	82.0	487	0.0	12.0132	55.0	487.00
poi-30-5	2.0	0.67	13.0	2	164.0	1211	0.0	5.5272	149.0	1211.00
poi-30-5	2.0	0.67	13.0	3	82.0	487	0.0	4.9806	136.0	487.00
poi-30-5	2.0	0.67	13.0	3	164.0	1211	0.0	4.3854	1.0	1211.00
poi-30-5	2.0	0.67	26.0	1	82.0	500	0.0	55.2981	2191.0	500.00
poi-30-5	2.0	0.67	26.0	1	164.0	1330	0.0	23.5383	1951.0	1330.00
poi-30-5	1.0	1.33	26.0	3	82.0	715	0.0	711.6244	16316.0	715.00
poi-30-5	2.0	0.67	26.0	2	164.0	1357	0.0	79.8222	2336.0	1357.00
poi-30-5	2.0	0.67	26.0	2	82.0	529	0.0	133.5052	3223.0	529.00
poi-30-5	1.0	1.0	26.0	1	164.0	0	0.10916030534351145	3608.6890	52065.0	1453.00
poi-30-5	2.0	0.67	26.0	3	164.0	1371	0.0	85.1857	2158.0	1371.00
poi-30-5	2.0	1.0	13.0	1	82.0	525	0.0	6.1428	295.0	525.00
poi-30-5	2.0	1.0	13.0	2	82.0	562	0.0	5.1652	52.0	562.00
poi-30-5	2.0	1.0	13.0	1	164.0	1268	0.0	16.8396	595.0	1268.00
poi-30-5	2.0	0.67	26.0	3	82.0	529	0.0	134.3630	2902.0	529.00
poi-30-5	2.0	1.0	13.0	2	164.0	1275	0.0	15.5478	701.0	1275.00
poi-30-5	2.0	1.0	13.0	3	82.0	562	0.0	7.0510	13.0	562.00
poi-30-5	2.0	1.0	13.0	3	164.0	1275	0.0	9.7449	506.0	1275.00
poi-30-5	2.0	1.0	26.0	1	82.0	575	0.0	71.5536	2889.0	575.00
poi-30-5	2.0	1.0	26.0	2	82.0	612	0.0	157.7046	4532.0	612.00
poi-30-5	2.0	1.0	26.0	2	164.0	1527	0.0	93.9743	2682.0	1527.00
poi-30-5	1.0	1.0	26.0	2	164.0	0	0.08528784648099803	3601.8607	25673.0	1527.00
poi-30-5	2.0	1.33	13.0	1	82.0	594	0.0	16.6432	329.0	594.00
poi-30-5	2.0	1.33	13.0	1	164.0	1414	0.0	19.2487	1265.0	1414.00
poi-30-5	2.0	1.33	13.0	2	82.0	633	0.0	6.3126	32.0	633.00
poi-30-5	2.0	1.33	13.0	2	164.0	1472	0.0	10.2385	350.0	1472.00
poi-30-5	2.0	1.33	13.0	3	82.0	633	0.0	6.3045	53.0	633.00
poi-30-5	2.0	1.33	13.0	3	164.0	1472	0.0	13.1604	300.0	1472.00
poi-30-5	2.0	1.0	26.0	3	82.0	633	0.0	113.1279	2845.0	633.00
poi-30-5	2.0	1.33	26.0	1	82.0	672	0.0	55.2235	3040.0	672.00
poi-30-5	2.0	1.0	26.0	1	164.0	1469	0.0	482.2313	14945.0	1469.00
poi-30-5	2.0	1.33	26.0	2	82.0	742	0.0	217.4672	4211.0	742.00
poi-30-5	1.0	1.0	26.0	3	164.0	0	0.0922746781075543	3608.2354	20689.0	1527.00
poi-30-5	2.0	1.33	26.0	3	82.0	761	0.0	193.7167	3884.0	761.00
poi-30-5	1.0	1.33	26.0	1	164.0	0	0.0730593607305936	3605.5632	103592.0	1645.00
poi-30-5	2.0	1.33	26.0	1	164.0	1717	0.0	582.7407	33844.0	1717.00
poi-30-5	2.0	1.33	26.0	2	164.0	1879	0.0	495.7654	11028.0	1879.00
poi-30-5	2.0	1.33	26.0	3	164.0	1890	0.0	400.7477	8303.0	1890.00
poi-30-5	1.0	1.33	26.0	2	164.0	0	0.07851239669421488	3612.8031	60523.0	1827.00
poi-30-5	2.0	1.0	26.0	3	164.0	1527	0.0	1980.7692	70475.0	1527.00
poi-30-5	1.0	1.33	26.0	3	164.0	0	0.09829311359623308	3600.2661	83850.0	1866.00
