name	alpha	beta	L	m	T	OBJ	GAP	CPU	Nodes	obj_bound
poi-10-3	2.0	1.0	14.0	2	119.0	243	0.0	0.1244	10.0	243.00
poi-10-3	2.0	1.0	14.0	3	59.0	0	inf	0.0012	0.0	-inf
poi-10-3	2.0	1.0	14.0	3	119.0	243	0.0	0.0599	10.0	243.00
poi-10-3	2.0	1.0	28.0	1	59.0	0	inf	0.0010	0.0	-inf
poi-10-3	2.0	1.0	28.0	1	119.0	243	0.0	0.0592	11.0	243.00
poi-10-3	2.0	1.0	28.0	2	59.0	0	inf	0.0013	0.0	-inf
poi-10-3	2.0	1.0	28.0	2	119.0	243	0.0	0.2437	17.0	243.00
poi-10-3	2.0	1.0	28.0	3	59.0	0	inf	0.0029	0.0	-inf
poi-10-3	2.0	1.0	28.0	3	119.0	243	0.0	0.4201	96.0	243.00
poi-10-3	2.0	1.33	14.0	1	59.0	0	inf	0.0012	0.0	-inf
poi-10-3	2.0	1.33	14.0	1	119.0	295	0.0	0.1069	11.0	295.00
poi-10-3	2.0	1.33	14.0	2	59.0	0	inf	0.0019	0.0	-inf
poi-10-3	2.0	1.33	14.0	2	119.0	295	0.0	0.1539	9.0	295.00
poi-10-3	2.0	1.33	14.0	3	59.0	0	inf	0.0020	0.0	-inf
poi-10-3	2.0	1.33	14.0	3	119.0	295	0.0	0.1698	25.0	295.00
poi-10-3	2.0	1.33	28.0	1	59.0	0	inf	0.0009	0.0	-inf
poi-10-3	2.0	1.33	28.0	1	119.0	295	0.0	0.1359	31.0	295.00
poi-10-3	2.0	1.33	28.0	2	59.0	0	inf	0.0014	0.0	-inf
poi-10-3	2.0	1.33	28.0	2	119.0	301	0.0	0.2536	20.0	301.00
poi-10-3	2.0	1.33	28.0	3	59.0	0	inf	0.0018	0.0	-inf
poi-10-3	2.0	1.33	28.0	3	119.0	307	0.0	0.1945	12.0	307.00
poi-10-4	1.0	0.67	13.0	1	59.0	163	0.0	0.0033	1.0	163.00
poi-10-4	1.0	0.67	13.0	1	118.0	324	0.0	0.1100	25.0	324.00
poi-10-4	1.0	0.67	13.0	2	59.0	163	0.0	0.0038	1.0	163.00
poi-10-4	1.0	0.67	13.0	2	118.0	324	0.0	0.0905	25.0	324.00
poi-10-4	1.0	0.67	13.0	3	59.0	163	0.0	0.0056	1.0	163.00
poi-10-4	1.0	0.67	13.0	3	118.0	324	0.0	0.1574	25.0	324.00
poi-10-4	1.0	0.67	26.0	1	59.0	173	0.0	0.0062	1.0	173.00
poi-10-4	1.0	0.67	26.0	1	118.0	340	0.0	0.0935	16.0	340.00
poi-10-4	1.0	0.67	26.0	2	59.0	173	0.0	0.0117	1.0	173.00
poi-10-4	1.0	0.67	26.0	2	118.0	340	0.0	0.1276	17.0	340.00
poi-10-4	1.0	0.67	26.0	3	59.0	173	0.0	0.0076	1.0	173.00
poi-10-4	1.0	0.67	26.0	3	118.0	340	0.0	0.1134	27.0	340.00
poi-10-4	1.0	1.0	13.0	1	59.0	163	0.0	0.0050	1.0	163.00
poi-10-4	1.0	1.0	13.0	1	118.0	324	0.0	0.2142	18.0	324.00
poi-10-4	1.0	1.0	13.0	2	59.0	163	0.0	0.0050	1.0	163.00
poi-10-4	1.0	1.0	13.0	2	118.0	324	0.0	0.5917	18.0	324.00
poi-10-4	1.0	1.0	13.0	3	59.0	163	0.0	0.0034	1.0	163.00
poi-10-4	1.0	1.0	13.0	3	118.0	324	0.0	0.1844	18.0	324.00
poi-10-4	1.0	1.0	26.0	1	59.0	179	0.0	0.0091	1.0	179.00
poi-10-4	1.0	1.0	26.0	1	118.0	358	0.0	0.2219	176.0	358.00
poi-10-4	1.0	1.0	26.0	2	59.0	179	0.0	0.0106	1.0	179.00
poi-10-4	1.0	1.0	26.0	2	118.0	358	0.0	0.1101	1.0	358.00
poi-10-4	1.0	1.0	26.0	3	59.0	179	0.0	0.0072	1.0	179.00
poi-10-4	1.0	1.0	26.0	3	118.0	358	0.0	0.2754	1.0	358.00
poi-10-4	1.0	1.33	13.0	1	59.0	163	0.0	0.0031	1.0	163.00
poi-10-4	1.0	1.33	13.0	1	118.0	324	0.0	0.1198	78.0	324.00
poi-10-4	1.0	1.33	13.0	2	59.0	163	0.0	0.0054	1.0	163.00
poi-10-4	1.0	1.33	13.0	2	118.0	324	0.0	0.1278	78.0	324.00
poi-10-4	1.0	1.33	13.0	3	59.0	163	0.0	0.0031	1.0	163.00
poi-10-4	1.0	1.33	13.0	3	118.0	324	0.0	0.1591	78.0	324.00
poi-10-4	1.0	1.33	26.0	1	59.0	184	0.0	0.0054	1.0	184.00
poi-10-4	1.0	1.33	26.0	1	118.0	399	0.0	0.1309	50.0	399.00
poi-10-4	1.0	1.33	26.0	2	59.0	184	0.0	0.0113	1.0	184.00
poi-10-4	1.0	1.33	26.0	2	118.0	399	0.0	0.1557	24.0	399.00
poi-10-4	1.0	1.33	26.0	3	59.0	184	0.0	0.0134	1.0	184.00
poi-10-4	1.0	1.33	26.0	3	118.0	399	0.0	0.2264	26.0	399.00
poi-10-4	2.0	0.67	13.0	1	59.0	163	0.0	0.0033	1.0	163.00
poi-10-4	2.0	0.67	13.0	1	118.0	324	0.0	0.0933	25.0	324.00
poi-10-4	2.0	0.67	13.0	2	59.0	163	0.0	0.0038	1.0	163.00
poi-10-4	2.0	0.67	13.0	2	118.0	324	0.0	0.0716	25.0	324.00
poi-10-4	2.0	0.67	13.0	3	59.0	163	0.0	0.0034	1.0	163.00
poi-10-4	2.0	0.67	13.0	3	118.0	324	0.0	0.1081	25.0	324.00
poi-10-4	2.0	0.67	26.0	1	59.0	173	0.0	0.0051	1.0	173.00
poi-10-4	2.0	0.67	26.0	1	118.0	340	0.0	0.2014	1.0	340.00
poi-10-4	2.0	0.67	26.0	2	59.0	173	0.0	0.0100	1.0	173.00
poi-10-4	2.0	0.67	26.0	2	118.0	340	0.0	0.2247	54.0	340.00
poi-10-4	2.0	0.67	26.0	3	59.0	173	0.0	0.0114	1.0	173.00
poi-10-4	2.0	0.67	26.0	3	118.0	340	0.0	0.3681	14.0	340.00
poi-10-4	2.0	1.0	13.0	1	59.0	163	0.0	0.0052	1.0	163.00
poi-10-4	2.0	1.0	13.0	1	118.0	324	0.0	0.0905	18.0	324.00
poi-10-4	2.0	1.0	13.0	2	59.0	163	0.0	0.0043	1.0	163.00
poi-10-4	2.0	1.0	13.0	2	118.0	324	0.0	0.1025	18.0	324.00
poi-10-4	2.0	1.0	13.0	3	59.0	163	0.0	0.0035	1.0	163.00
poi-10-4	2.0	1.0	13.0	3	118.0	324	0.0	0.1522	18.0	324.00
poi-10-4	2.0	1.0	26.0	1	59.0	179	0.0	0.0077	1.0	179.00
poi-10-4	2.0	1.0	26.0	1	118.0	358	0.0	0.3916	22.0	358.00
poi-10-4	2.0	1.0	26.0	2	59.0	179	0.0	0.0055	1.0	179.00
poi-10-4	2.0	1.0	26.0	2	118.0	358	0.0	0.1030	43.0	358.00
poi-10-4	2.0	1.0	26.0	3	59.0	179	0.0	0.0119	1.0	179.00
poi-10-4	2.0	1.0	26.0	3	118.0	358	0.0	0.2075	27.0	358.00
poi-10-4	2.0	1.33	13.0	1	59.0	163	0.0	0.0034	1.0	163.00
poi-10-4	2.0	1.33	13.0	1	118.0	324	0.0	0.2365	78.0	324.00
poi-10-4	2.0	1.33	13.0	2	59.0	163	0.0	0.0031	1.0	163.00
poi-10-4	2.0	1.33	13.0	2	118.0	324	0.0	0.1693	78.0	324.00
poi-10-4	2.0	1.33	13.0	3	59.0	163	0.0	0.0041	1.0	163.00
poi-10-4	2.0	1.33	13.0	3	118.0	324	0.0	0.1388	78.0	324.00
poi-10-4	2.0	1.33	26.0	1	59.0	184	0.0	0.0075	1.0	184.00
poi-10-4	2.0	1.33	26.0	1	118.0	399	0.0	0.0583	16.0	399.00
poi-10-4	2.0	1.33	26.0	2	59.0	184	0.0	0.0053	1.0	184.00
poi-10-4	2.0	1.33	26.0	2	118.0	399	0.0	0.0874	39.0	399.00
poi-10-4	2.0	1.33	26.0	3	59.0	184	0.0	0.0066	1.0	184.00
poi-10-4	2.0	1.33	26.0	3	118.0	399	0.0	0.1085	35.0	399.00
poi-10-5	1.0	0.67	14.0	1	52.0	109	0.0	0.0039	1.0	109.00
poi-10-5	1.0	0.67	14.0	1	104.0	215	0.0	0.0310	11.0	215.00
poi-10-5	1.0	0.67	14.0	2	52.0	109	0.0	0.0042	1.0	109.00
poi-10-5	1.0	0.67	14.0	2	104.0	215	0.0	0.0318	13.0	215.00
poi-10-5	1.0	0.67	14.0	3	52.0	109	0.0	0.0032	1.0	109.00
poi-10-5	1.0	0.67	14.0	3	104.0	215	0.0	0.0414	13.0	215.00
poi-10-5	1.0	0.67	28.0	1	52.0	109	0.0	0.0042	1.0	109.00
poi-10-5	1.0	0.67	28.0	1	104.0	215	0.0	0.0484	27.0	215.00
poi-10-5	1.0	0.67	28.0	2	52.0	109	0.0	0.0052	1.0	109.00
poi-10-5	1.0	0.67	28.0	2	104.0	215	0.0	0.0692	12.0	215.00
poi-10-5	1.0	0.67	28.0	3	52.0	109	0.0	0.0063	1.0	109.00
poi-10-5	1.0	0.67	28.0	3	104.0	215	0.0	0.0685	7.0	215.00
poi-10-5	1.0	1.0	14.0	1	52.0	109	0.0	0.0037	1.0	109.00
poi-10-5	1.0	1.0	14.0	1	104.0	215	0.0	0.0267	7.0	215.00
poi-10-5	1.0	1.0	14.0	2	52.0	109	0.0	0.0041	1.0	109.00
poi-10-5	1.0	1.0	14.0	2	104.0	215	0.0	0.0676	53.0	215.00
poi-10-5	1.0	1.0	14.0	3	52.0	109	0.0	0.0040	1.0	109.00
poi-10-5	1.0	1.0	14.0	3	104.0	215	0.0	0.0349	7.0	215.00
poi-10-5	1.0	1.0	28.0	1	52.0	109	0.0	0.0044	1.0	109.00
poi-10-5	1.0	1.0	28.0	1	104.0	215	0.0	0.4936	42.0	215.00
poi-10-5	1.0	1.0	28.0	2	52.0	109	0.0	0.0101	1.0	109.00
poi-10-5	1.0	1.0	28.0	2	104.0	222	0.0	0.1107	44.0	222.00
poi-10-5	1.0	1.0	28.0	3	52.0	109	0.0	0.0067	1.0	109.00
poi-10-5	1.0	1.0	28.0	3	104.0	222	0.0	0.2135	101.0	222.00
poi-10-5	1.0	1.33	14.0	1	52.0	126	0.0	0.0039	1.0	126.00
