InstanceName	alpha	beta	L	m	Tmax	ObjValue	CpuTime	IterToBest	TimeToBest
poi-10-1	1	0.67	15	1	59	201	0.0236523	0	0
poi-10-1	1	0.67	15	1	118	295	0.0398012	0	0
poi-10-1	1	0.67	15	2	59	201	0.0240038	0	0
poi-10-1	1	0.67	15	2	118	295	0.0413041	0	0
poi-10-1	1	0.67	15	3	59	201	0.024731	0	0
poi-10-1	1	0.67	15	3	118	295	0.0419252	0	0
poi-10-1	1	0.67	30	1	59	201	0.0258779	0	0
poi-10-1	1	0.67	30	1	118	295	0.0527687	0	0
poi-10-1	1	0.67	30	2	59	201	0.0264306	0	0
poi-10-1	1	0.67	30	2	118	295	0.0554594	0	0
poi-10-1	1	0.67	30	3	59	201	0.0275174	0	0
poi-10-1	1	0.67	30	3	118	295	0.0585346	0	0
poi-10-1	1	1	15	1	59	201	0.032401	0	0
poi-10-1	1	1	15	1	118	295	0.0682008	0	0
poi-10-1	1	1	15	2	59	201	0.0340341	0	0
poi-10-1	1	1	15	2	118	295	0.0700459	0	0
poi-10-1	1	1	15	3	59	201	0.0356751	0	0
poi-10-1	1	1	15	3	118	295	0.0713402	0	0
poi-10-1	1	1	30	1	59	201	0.0358129	0	0
poi-10-1	1	1	30	1	118	295	0.0708177	0	0
poi-10-1	1	1	30	2	59	201	0.0395196	0	0
poi-10-1	1	1	30	2	118	295	0.076958	0	0
poi-10-1	1	1	30	3	59	201	0.0431154	0	0
poi-10-1	1	1	30	3	118	295	0.0827882	0	0
poi-10-1	1	1.33	15	1	59	233	0.0304834	0	0
poi-10-1	1	1.33	15	1	118	327	0.0631848	0	0
poi-10-1	1	1.33	15	2	59	233	0.0317545	0	0
poi-10-1	1	1.33	15	2	118	327	0.0648675	0	0
poi-10-1	1	1.33	15	3	59	233	0.0328963	0	0
poi-10-1	1	1.33	15	3	118	327	0.0663092	0	0
poi-10-1	1	1.33	30	1	59	233	0.0350647	0	0
poi-10-1	1	1.33	30	1	118	347	0.0654093	4	5.97E-05
poi-10-1	1	1.33	30	2	59	233	0.0388883	0	0
poi-10-1	1	1.33	30	2	118	347	0.0700358	2	9.99E-05
poi-10-1	1	1.33	30	3	59	233	0.0428661	0	0
poi-10-1	1	1.33	30	3	118	347	0.0752158	3	5E-05
poi-10-1	2	0.67	15	1	59	201	0.0232843	0	0
poi-10-1	2	0.67	15	1	118	295	0.040153	0	0
poi-10-1	2	0.67	15	2	59	201	0.0239344	0	0
poi-10-1	2	0.67	15	2	118	295	0.0409302	0	0
poi-10-1	2	0.67	15	3	59	201	0.0248203	0	0
poi-10-1	2	0.67	15	3	118	295	0.0418258	0	0
poi-10-1	2	0.67	30	1	59	201	0.0254755	0	0
poi-10-1	2	0.67	30	1	118	295	0.0525059	0	0
poi-10-1	2	0.67	30	2	59	201	0.0265029	0	0
poi-10-1	2	0.67	30	2	118	295	0.0553445	0	0
poi-10-1	2	0.67	30	3	59	201	0.0274735	0	0
poi-10-1	2	0.67	30	3	118	295	0.0580401	0	0
poi-10-1	2	1	15	1	59	201	0.0311775	0	0
poi-10-1	2	1	15	1	118	295	0.067871	0	0
poi-10-1	2	1	15	2	59	201	0.0324344	0	0
poi-10-1	2	1	15	2	118	295	0.0693146	0	0
poi-10-1	2	1	15	3	59	201	0.033528	0	0
poi-10-1	2	1	15	3	118	295	0.0711922	0	0
poi-10-1	2	1	30	1	59	201	0.0357795	0	0
poi-10-1	2	1	30	1	118	295	0.0706591	0	0
poi-10-1	2	1	30	2	59	201	0.0398099	0	0
poi-10-1	2	1	30	2	118	295	0.0770573	0	0
poi-10-1	2	1	30	3	59	201	0.0430172	0	0
poi-10-1	2	1	30	3	118	295	0.0831114	0	0
poi-10-1	2	1.33	15	1	59	233	0.0307526	0	0
poi-10-1	2	1.33	15	1	118	327	0.0631943	0	0
poi-10-1	2	1.33	15	2	59	233	0.0321473	0	0
poi-10-1	2	1.33	15	2	118	327	0.0647104	0	0
poi-10-1	2	1.33	15	3	59	233	0.0330926	0	0
poi-10-1	2	1.33	15	3	118	327	0.066258	0	0
poi-10-1	2	1.33	30	1	59	233	0.0354041	0	0
poi-10-1	2	1.33	30	1	118	347	0.0652824	2	3.14E-05
poi-10-1	2	1.33	30	2	59	233	0.0391111	0	0
poi-10-1	2	1.33	30	2	118	347	0.0702004	2	3.17E-05
poi-10-1	2	1.33	30	3	59	233	0.0425142	0	0
poi-10-1	2	1.33	30	3	118	347	0.0756572	11	0.0001768
poi-10-2	1	0.67	13	1	58	76	0.0225578	0	0
poi-10-2	1	0.67	13	1	116	296	0.0359023	1	9.1E-06
poi-10-2	1	0.67	13	2	58	76	0.0232738	0	0
poi-10-2	1	0.67	13	2	116	296	0.0364422	16	0.0001158
