InstanceName	alpha	beta	L	m	Tmax	ObjValue	CpuTime	IterToBest	TimeToBest
poi-10-1	1	0.67	15	1	59	201	0.0232777	0	0
poi-10-1	1	0.67	15	1	118	295	0.0400902	0	0
poi-10-1	1	0.67	15	2	59	201	0.0239791	0	0
poi-10-1	1	0.67	15	2	118	295	0.0408393	0	0
poi-10-1	1	0.67	15	3	59	201	0.0248244	0	0
poi-10-1	1	0.67	15	3	118	295	0.0419572	0	0
poi-10-1	1	0.67	30	1	59	201	0.0252416	0	0
poi-10-1	1	0.67	30	1	118	295	0.0523128	0	0
poi-10-1	1	0.67	30	2	59	201	0.0262035	0	0
poi-10-1	1	0.67	30	2	118	295	0.0550774	0	0
poi-10-1	1	0.67	30	3	59	201	0.0269491	0	0
poi-10-1	1	0.67	30	3	118	295	0.0584815	0	0
poi-10-1	1	1	15	1	59	201	0.032666	0	0
poi-10-1	1	1	15	1	118	295	0.0677129	0	0
poi-10-1	1	1	15	2	59	201	0.0339295	0	0
poi-10-1	1	1	15	2	118	295	0.0693511	0	0
poi-10-1	1	1	15	3	59	201	0.0353399	0	0
poi-10-1	1	1	15	3	118	295	0.0710759	0	0
poi-10-1	1	1	30	1	59	201	0.0355844	0	0
poi-10-1	1	1	30	1	118	295	0.0707637	0	0
poi-10-1	1	1	30	2	59	201	0.0395526	0	0
poi-10-1	1	1	30	2	118	295	0.076921	0	0
poi-10-1	1	1	30	3	59	201	0.0427683	0	0
poi-10-1	1	1	30	3	118	295	0.0831592	0	0
poi-10-1	1	1.33	15	1	59	233	0.0304388	0	0
poi-10-1	1	1.33	15	1	118	327	0.063137	0	0
poi-10-1	1	1.33	15	2	59	233	0.0319271	0	0
poi-10-1	1	1.33	15	2	118	327	0.0646171	0	0
poi-10-1	1	1.33	15	3	59	233	0.0330692	0	0
poi-10-1	1	1.33	15	3	118	327	0.0661188	0	0
poi-10-1	1	1.33	30	1	59	233	0.035083	0	0
poi-10-1	1	1.33	30	1	118	347	0.0651452	1	1.77E-05
poi-10-1	1	1.33	30	2	59	233	0.0385754	0	0
poi-10-1	1	1.33	30	2	118	347	0.0696544	7	0.0001812
poi-10-1	1	1.33	30	3	59	233	0.042234	0	0
poi-10-1	1	1.33	30	3	118	347	0.0743967	8	0.0001196
poi-10-1	2	0.67	15	1	59	201	0.0230516	0	0
poi-10-1	2	0.67	15	1	118	295	0.0397231	0	0
poi-10-1	2	0.67	15	2	59	201	0.0238588	0	0
poi-10-1	2	0.67	15	2	118	295	0.0406214	0	0
poi-10-1	2	0.67	15	3	59	201	0.0242765	0	0
poi-10-1	2	0.67	15	3	118	295	0.0416689	0	0
poi-10-1	2	0.67	30	1	59	201	0.0250751	0	0
poi-10-1	2	0.67	30	1	118	295	0.0516159	0	0
poi-10-1	2	0.67	30	2	59	201	0.0259925	0	0
poi-10-1	2	0.67	30	2	118	295	0.0547062	0	0
poi-10-1	2	0.67	30	3	59	201	0.0272194	0	0
poi-10-1	2	0.67	30	3	118	295	0.0575396	0	0
poi-10-1	2	1	15	1	59	201	0.0308258	0	0
poi-10-1	2	1	15	1	118	295	0.0672625	0	0
poi-10-1	2	1	15	2	59	201	0.031997	0	0
poi-10-1	2	1	15	2	118	295	0.0687015	0	0
poi-10-1	2	1	15	3	59	201	0.0332995	0	0
poi-10-1	2	1	15	3	118	295	0.0702355	0	0
poi-10-1	2	1	30	1	59	201	0.0351193	0	0
poi-10-1	2	1	30	1	118	295	0.0701621	0	0
