InstanceName	alpha	beta	L	m	Tmax	ObjValue	CpuTime	IterToBest	TimeToBest
poi-10-2	2	1.33	13	1	116	313	0.0596302	1	2.01E-05
poi-10-2	2	1.33	13	2	58	76	0.0228748	0	0
poi-10-2	2	1.33	13	2	116	313	0.060676	19	0.0002363
poi-10-2	2	1.33	13	3	58	76	0.0235254	0	0
poi-10-2	2	1.33	13	3	116	313	0.0623431	25	0.0003109
poi-10-2	2	1.33	27	1	58	76	0.0271811	0	0
poi-10-2	2	1.33	27	1	116	355	0.0701828	2	3.63E-05
poi-10-2	2	1.33	27	2	58	76	0.0284275	0	0
poi-10-2	2	1.33	27	2	116	355	0.0794705	1	2.07E-05
poi-10-2	2	1.33	27	3	58	76	0.0295186	0	0
poi-10-2	2	1.33	27	3	116	355	0.08274	5	9.34E-05
poi-10-3	1	0.67	14	1	59	0	0.021451	0	0
poi-10-3	1	0.67	14	1	119	243	0.0405565	0	0
poi-10-3	1	0.67	14	2	59	0	0.0217504	0	0
poi-10-3	1	0.67	14	2	119	243	0.0421975	0	0
poi-10-3	1	0.67	14	3	59	0	0.0228956	0	0
poi-10-3	1	0.67	14	3	119	243	0.0436702	0	0
poi-10-3	1	0.67	28	1	59	0	0.0218249	0	0
poi-10-3	1	0.67	28	1	119	243	0.048693	0	0
poi-10-3	1	0.67	28	2	59	0	0.0226673	0	0
poi-10-3	1	0.67	28	2	119	243	0.0578704	0	0
poi-10-3	1	0.67	28	3	59	0	0.0234958	0	0
poi-10-3	1	0.67	28	3	119	243	0.0634002	0	0
poi-10-3	1	1	14	1	59	0	0.0212783	0	0
poi-10-3	1	1	14	1	119	243	0.0629971	0	0
poi-10-3	1	1	14	2	59	0	0.0219866	0	0
poi-10-3	1	1	14	2	119	243	0.07233	0	0
poi-10-3	1	1	14	3	59	0	0.0229362	0	0
poi-10-3	1	1	14	3	119	243	0.0764003	0	0
poi-10-3	1	1	28	1	59	0	0.0218043	0	0
poi-10-3	1	1	28	1	119	243	0.0742546	0	0
poi-10-3	1	1	28	2	59	0	0.0226371	0	0
poi-10-3	1	1	28	2	119	243	0.0838251	0	0
poi-10-3	1	1	28	3	59	0	0.0236098	0	0
poi-10-3	1	1	28	3	119	243	0.0895734	0	0
poi-10-3	1	1.33	14	1	59	0	0.0212431	0	0
poi-10-3	1	1.33	14	1	119	275	0.0631356	0	0
poi-10-3	1	1.33	14	2	59	0	0.0219419	0	0
poi-10-3	1	1.33	14	2	119	295	0.0752652	6	0.0001737
poi-10-3	1	1.33	14	3	59	0	0.0228892	0	0
poi-10-3	1	1.33	14	3	119	295	0.0782991	4	6.93E-05
poi-10-3	1	1.33	28	1	59	0	0.0217136	0	0
poi-10-3	1	1.33	28	1	119	295	0.071603	0	0
poi-10-3	1	1.33	28	2	59	0	0.0225563	0	0
poi-10-3	1	1.33	28	2	119	301	0.0797559	94	0.0015825
poi-10-3	1	1.33	28	3	59	0	0.0235484	0	0
poi-10-3	1	1.33	28	3	119	301	0.0834892	5	8.72E-05
poi-10-3	2	0.67	14	1	59	0	0.0212794	0	0
poi-10-3	2	0.67	14	1	119	243	0.0398306	0	0
poi-10-3	2	0.67	14	2	59	0	0.0220597	0	0
poi-10-3	2	0.67	14	2	119	243	0.0425264	0	0
poi-10-3	2	0.67	14	3	59	0	0.0227601	0	0
poi-10-3	2	0.67	14	3	119	243	0.0438338	0	0
poi-10-3	2	0.67	28	1	59	0	0.0217961	0	0
poi-10-3	2	0.67	28	1	119	243	0.0491392	0	0
poi-10-3	2	0.67	28	2	59	0	0.0225937	0	0
poi-10-3	2	0.67	28	2	119	243	0.0578084	0	0
poi-10-3	2	0.67	28	3	59	0	0.0234444	0	0
poi-10-3	2	0.67	28	3	119	243	0.0635729	0	0
poi-10-3	2	1	14	1	59	0	0.0213136	0	0
poi-10-3	2	1	14	1	119	243	0.0628096	0	0
poi-10-3	2	1	14	2	59	0	0.0220027	0	0
poi-10-3	2	1	14	2	119	243	0.0715848	0	0
