InstanceName	alpha	beta	L	m	Tmax	ObjValue	CpuTime	IterToBest	TimeToBest
poi-10-1	1	0.67	15	1	59	201	0.0231519	0	0
poi-10-1	1	0.67	15	1	118	295	0.0398966	0	0
poi-10-1	1	0.67	15	2	59	201	0.0235862	0	0
poi-10-1	1	0.67	15	2	118	295	0.040874	0	0
poi-10-1	1	0.67	15	3	59	201	0.0243044	0	0
poi-10-1	1	0.67	15	3	118	295	0.0419202	0	0
poi-10-1	1	0.67	30	1	59	201	0.0253486	0	0
poi-10-1	1	0.67	30	1	118	295	0.0527589	0	0
poi-10-1	1	0.67	30	2	59	201	0.0261832	0	0
poi-10-1	1	0.67	30	2	118	295	0.0552464	0	0
poi-10-1	1	0.67	30	3	59	201	0.0270766	0	0
poi-10-1	1	0.67	30	3	118	295	0.0584605	0	0
poi-10-1	1	1	15	1	59	201	0.031756	0	0
poi-10-1	1	1	15	1	118	295	0.0674051	0	0
poi-10-1	1	1	15	2	59	201	0.0332988	0	0
poi-10-1	1	1	15	2	118	295	0.069188	0	0
poi-10-1	1	1	15	3	59	201	0.0347096	0	0
poi-10-1	1	1	15	3	118	295	0.0707387	0	0
poi-10-1	1	1	30	1	59	201	0.0354224	0	0
poi-10-1	1	1	30	1	118	295	0.0704724	0	0
poi-10-1	1	1	30	2	59	201	0.0391471	0	0
poi-10-1	1	1	30	2	118	295	0.0768161	0	0
poi-10-1	1	1	30	3	59	201	0.0427838	0	0
poi-10-1	1	1	30	3	118	295	0.0826333	0	0
poi-10-1	1	1.33	15	1	59	233	0.0304139	0	0
poi-10-1	1	1.33	15	1	118	327	0.0626011	0	0
poi-10-1	1	1.33	15	2	59	233	0.0315765	0	0
poi-10-1	1	1.33	15	2	118	327	0.0642245	0	0
poi-10-1	1	1.33	15	3	59	233	0.0325814	0	0
poi-10-1	1	1.33	15	3	118	327	0.0659239	0	0
poi-10-1	1	1.33	30	1	59	233	0.0351426	0	0
poi-10-1	1	1.33	30	1	118	347	0.0651	22	0.0002924
poi-10-1	1	1.33	30	2	59	233	0.0385482	0	0
poi-10-1	1	1.33	30	2	118	347	0.069768	5	7.76E-05
poi-10-1	1	1.33	30	3	59	233	0.0423426	0	0
poi-10-1	1	1.33	30	3	118	347	0.0748656	1	1.7E-05
poi-10-1	2	0.67	15	1	59	201	0.0230034	0	0
poi-10-1	2	0.67	15	1	118	295	0.0398396	0	0
poi-10-1	2	0.67	15	2	59	201	0.0236554	0	0
poi-10-1	2	0.67	15	2	118	295	0.0410676	0	0
poi-10-1	2	0.67	15	3	59	201	0.0241996	0	0
poi-10-1	2	0.67	15	3	118	295	0.041828	0	0
poi-10-1	2	0.67	30	1	59	201	0.0252713	0	0
poi-10-1	2	0.67	30	1	118	295	0.0524926	0	0
poi-10-1	2	0.67	30	2	59	201	0.0260704	0	0
poi-10-1	2	0.67	30	2	118	295	0.0554366	0	0
poi-10-1	2	0.67	30	3	59	201	0.0269988	0	0
poi-10-1	2	0.67	30	3	118	295	0.0584357	0	0
poi-10-1	2	1	15	1	59	201	0.0308728	0	0
poi-10-1	2	1	15	1	118	295	0.0678459	0	0
poi-10-1	2	1	15	2	59	201	0.0322327	0	0
poi-10-1	2	1	15	2	118	295	0.0695635	0	0
poi-10-1	2	1	15	3	59	201	0.0332745	0	0
poi-10-1	2	1	15	3	118	295	0.0714144	0	0
poi-10-1	2	1	30	1	59	201	0.0354295	0	0
poi-10-1	2	1	30	1	118	295	0.0700623	0	0
poi-10-1	2	1	30	2	59	201	0.0390267	0	0
poi-10-1	2	1	30	2	118	295	0.0765624	0	0
poi-10-1	2	1	30	3	59	201	0.0424559	0	0
poi-10-1	2	1	30	3	118	295	0.0824628	0	0
poi-10-1	2	1.33	15	1	59	233	0.0303051	0	0
poi-10-1	2	1.33	15	1	118	327	0.0630626	0	0
poi-10-1	2	1.33	15	2	59	233	0.0315986	0	0
poi-10-1	2	1.33	15	2	118	327	0.0646428	0	0
poi-10-1	2	1.33	15	3	59	233	0.0332561	0	0
poi-10-1	2	1.33	15	3	118	327	0.0660884	0	0
poi-10-1	2	1.33	30	1	59	233	0.0349179	0	0
poi-10-1	2	1.33	30	1	118	347	0.0645989	1	1.69E-05
poi-10-1	2	1.33	30	2	59	233	0.0386975	0	0
poi-10-1	2	1.33	30	2	118	347	0.0697074	1	1.59E-05
poi-10-1	2	1.33	30	3	59	233	0.041891	0	0
poi-10-1	2	1.33	30	3	118	347	0.0744852	11	0.000174
poi-10-2	1	0.67	13	1	58	76	0.0226483	0	0
poi-10-2	1	0.67	13	1	116	296	0.0360371	12	9.15E-05
poi-10-2	1	0.67	13	2	58	76	0.0231741	0	0
poi-10-2	1	0.67	13	2	116	296	0.0363048	2	1.63E-05
poi-10-2	1	0.67	13	3	58	76	0.0237347	0	0
poi-10-2	1	0.67	13	3	116	296	0.0370566	18	0.0002149
poi-10-2	1	0.67	27	1	58	76	0.0273386	0	0
poi-10-2	1	0.67	27	1	116	296	0.0475632	32	0.0002984
poi-10-2	1	0.67	27	2	58	76	0.0287146	0	0
poi-10-2	1	0.67	27	2	116	296	0.0503368	27	0.0002662
poi-10-2	1	0.67	27	3	58	76	0.0296302	0	0
poi-10-2	1	0.67	27	3	116	296	0.0519171	1	7.07E-05
poi-10-2	1	1	13	1	58	76	0.0226672	0	0
poi-10-2	1	1	13	1	116	296	0.0603096	8	0.0001014
poi-10-2	1	1	13	2	58	76	0.023163	0	0
poi-10-2	1	1	13	2	116	296	0.0614575	14	0.0001797
poi-10-2	1	1	13	3	58	76	0.0237979	0	0
poi-10-2	1	1	13	3	116	296	0.0624725	1	2.01E-05
poi-10-2	1	1	27	1	58	76	0.0274814	0	0
poi-10-2	1	1	27	1	116	296	0.0719781	3	5.83E-05
poi-10-2	1	1	27	2	58	76	0.0286059	0	0
poi-10-2	1	1	27	2	116	296	0.0802175	1	2.33E-05
poi-10-2	1	1	27	3	58	76	0.0297821	0	0
poi-10-2	1	1	27	3	116	296	0.0847916	4	8.3E-05
poi-10-2	1	1.33	13	1	58	76	0.0226001	0	0
poi-10-2	1	1.33	13	1	116	313	0.060537	7	0.00015
poi-10-2	1	1.33	13	2	58	76	0.023201	0	0
poi-10-2	1	1.33	13	2	116	313	0.0614367	8	9.99E-05
poi-10-2	1	1.33	13	3	58	76	0.0237303	0	0
poi-10-2	1	1.33	13	3	116	313	0.0625494	32	0.0003958
poi-10-2	1	1.33	27	1	58	76	0.0274056	0	0
poi-10-2	1	1.33	27	1	116	343	0.0725624	4	7.12E-05
poi-10-2	1	1.33	27	2	58	76	0.0286177	0	0
poi-10-2	1	1.33	27	2	116	345	0.0831929	11	0.0002015
poi-10-2	1	1.33	27	3	58	76	0.0297024	0	0
poi-10-2	1	1.33	27	3	116	345	0.0866753	1	2.57E-05
poi-10-2	2	0.67	13	1	58	76	0.022499	0	0
poi-10-2	2	0.67	13	1	116	296	0.0358976	4	3.21E-05
poi-10-2	2	0.67	13	2	58	76	0.0231877	0	0
poi-10-2	2	0.67	13	2	116	296	0.0365916	5	3.77E-05
poi-10-2	2	0.67	13	3	58	76	0.0238408	0	0
