InstanceName	alpha	beta	L	m	Tmax	ObjValue	CpuTime	IterToBest	TimeToBest
poi-10-1	1	0.67	15	1	59	201	0.0236812	0	0
poi-10-1	1	0.67	15	1	118	295	0.0403333	0	0
poi-10-1	1	0.67	15	2	59	201	0.0240398	0	0
poi-10-1	1	0.67	15	2	118	295	0.0412193	0	0
poi-10-1	1	0.67	15	3	59	201	0.0247112	0	0
poi-10-1	1	0.67	15	3	118	295	0.0424491	0	0
poi-10-1	1	0.67	30	1	59	201	0.0254438	0	0
poi-10-1	1	0.67	30	1	118	295	0.0529411	0	0
poi-10-1	1	0.67	30	2	59	201	0.0264597	0	0
poi-10-1	1	0.67	30	2	118	295	0.0558266	0	0
poi-10-1	1	0.67	30	3	59	201	0.0275332	0	0
poi-10-1	1	0.67	30	3	118	295	0.0592139	0	0
poi-10-1	1	1	15	1	59	201	0.0327633	0	0
poi-10-1	1	1	15	1	118	295	0.0690088	0	0
poi-10-1	1	1	15	2	59	201	0.0343493	0	0
poi-10-1	1	1	15	2	118	295	0.0707616	0	0
poi-10-1	1	1	15	3	59	201	0.0355866	0	0
poi-10-1	1	1	15	3	118	295	0.0720641	0	0
poi-10-1	1	1	30	1	59	201	0.0359707	0	0
poi-10-1	1	1	30	1	118	295	0.0714501	0	0
poi-10-1	1	1	30	2	59	201	0.0396684	0	0
poi-10-1	1	1	30	2	118	295	0.077936	0	0
poi-10-1	1	1	30	3	59	201	0.0432918	0	0
poi-10-1	1	1	30	3	118	295	0.0844279	0	0
poi-10-1	1	1.33	15	1	59	233	0.0308078	0	0
poi-10-1	1	1.33	15	1	118	327	0.0637259	0	0
poi-10-1	1	1.33	15	2	59	233	0.0320003	0	0
poi-10-1	1	1.33	15	2	118	327	0.0654627	0	0
poi-10-1	1	1.33	15	3	59	233	0.0332913	0	0
poi-10-1	1	1.33	15	3	118	327	0.0669483	0	0
poi-10-1	1	1.33	30	1	59	233	0.0354507	0	0
poi-10-1	1	1.33	30	1	118	347	0.0660683	4	6.22E-05
poi-10-1	1	1.33	30	2	59	233	0.0392726	0	0
poi-10-1	1	1.33	30	2	118	347	0.0712306	4	6.66E-05
poi-10-1	1	1.33	30	3	59	233	0.0430118	0	0
poi-10-1	1	1.33	30	3	118	347	0.0765028	5	8.24E-05
poi-10-1	2	0.67	15	1	59	201	0.0233622	0	0
poi-10-1	2	0.67	15	1	118	295	0.040383	0	0
poi-10-1	2	0.67	15	2	59	201	0.024096	0	0
poi-10-1	2	0.67	15	2	118	295	0.0412975	0	0
poi-10-1	2	0.67	15	3	59	201	0.0247686	0	0
poi-10-1	2	0.67	15	3	118	295	0.0423302	0	0
poi-10-1	2	0.67	30	1	59	201	0.0255408	0	0
poi-10-1	2	0.67	30	1	118	295	0.0530006	0	0
poi-10-1	2	0.67	30	2	59	201	0.0266102	0	0
poi-10-1	2	0.67	30	2	118	295	0.0559922	0	0
poi-10-1	2	0.67	30	3	59	201	0.0275852	0	0
poi-10-1	2	0.67	30	3	118	295	0.0588846	0	0
poi-10-1	2	1	15	1	59	201	0.0313139	0	0
poi-10-1	2	1	15	1	118	295	0.0686357	0	0
poi-10-1	2	1	15	2	59	201	0.0325923	0	0
poi-10-1	2	1	15	2	118	295	0.0706126	0	0
poi-10-1	2	1	15	3	59	201	0.0339057	0	0
poi-10-1	2	1	15	3	118	295	0.0722451	0	0
poi-10-1	2	1	30	1	59	201	0.0360844	0	0
poi-10-1	2	1	30	1	118	295	0.0717732	0	0
poi-10-1	2	1	30	2	59	201	0.0399771	0	0
poi-10-1	2	1	30	2	118	295	0.0783597	0	0
poi-10-1	2	1	30	3	59	201	0.0433785	0	0
poi-10-1	2	1	30	3	118	295	0.0845362	0	0
poi-10-1	2	1.33	15	1	59	233	0.031127	0	0
poi-10-1	2	1.33	15	1	118	327	0.0639838	0	0
poi-10-1	2	1.33	15	2	59	233	0.0324329	0	0
poi-10-1	2	1.33	15	2	118	327	0.0655426	0	0
poi-10-1	2	1.33	15	3	59	233	0.0332357	0	0
poi-10-1	2	1.33	15	3	118	327	0.0668512	0	0
poi-10-1	2	1.33	30	1	59	233	0.0355436	0	0
poi-10-1	2	1.33	30	1	118	347	0.0655345	1	1.8E-05
poi-10-1	2	1.33	30	2	59	233	0.0390865	0	0
poi-10-1	2	1.33	30	2	118	347	0.0707244	3	4.61E-05
poi-10-1	2	1.33	30	3	59	233	0.0425088	0	0
poi-10-1	2	1.33	30	3	118	347	0.075816	2	3.48E-05
poi-10-2	1	0.67	13	1	58	76	0.0231795	0	0
poi-10-2	1	0.67	13	1	116	296	0.0365945	1	9.3E-06
poi-10-2	1	0.67	13	2	58	76	0.0237302	0	0
poi-10-2	1	0.67	13	2	116	296	0.037304	10	7.56E-05
poi-10-2	1	0.67	13	3	58	76	0.0241861	0	0
poi-10-2	1	0.67	13	3	116	296	0.0376553	4	3.03E-05
poi-10-2	1	0.67	27	1	58	76	0.028206	0	0
poi-10-2	1	0.67	27	1	116	296	0.048498	1	1E-05
poi-10-2	1	0.67	27	2	58	76	0.0293671	0	0
poi-10-2	1	0.67	27	2	116	296	0.0513418	41	0.0004093
poi-10-2	1	0.67	27	3	58	76	0.0304867	0	0
poi-10-2	1	0.67	27	3	116	296	0.0528982	9	0.0001232
poi-10-2	1	1	13	1	58	76	0.0233564	0	0
poi-10-2	1	1	13	1	116	296	0.0618415	21	0.0002626
poi-10-2	1	1	13	2	58	76	0.0238957	0	0
poi-10-2	1	1	13	2	116	296	0.0626413	3	4.32E-05
poi-10-2	1	1	13	3	58	76	0.0242661	0	0
poi-10-2	1	1	13	3	116	296	0.0638626	10	0.0001264
poi-10-2	1	1	27	1	58	76	0.02815	0	0
poi-10-2	1	1	27	1	116	296	0.073037	1	2.1E-05
poi-10-2	1	1	27	2	58	76	0.0295187	0	0
poi-10-2	1	1	27	2	116	296	0.081582	1	2.29E-05
poi-10-2	1	1	27	3	58	76	0.0305516	0	0
poi-10-2	1	1	27	3	116	296	0.0861774	1	2.57E-05
poi-10-2	1	1.33	13	1	58	76	0.023228	0	0
poi-10-2	1	1.33	13	1	116	313	0.0614869	8	9.92E-05
poi-10-2	1	1.33	13	2	58	76	0.0238994	0	0
poi-10-2	1	1.33	13	2	116	313	0.0627781	6	8.1E-05
poi-10-2	1	1.33	13	3	58	76	0.0242071	0	0
poi-10-2	1	1.33	13	3	116	313	0.0637229	2	3.27E-05
poi-10-2	1	1.33	27	1	58	76	0.0281242	0	0
poi-10-2	1	1.33	27	1	116	343	0.0744306	54	0.0008493
poi-10-2	1	1.33	27	2	58	76	0.0292904	0	0
poi-10-2	1	1.33	27	2	116	345	0.0840274	7	0.0001372
poi-10-2	1	1.33	27	3	58	76	0.0304993	0	0
poi-10-2	1	1.33	27	3	116	345	0.0880015	2	4.83E-05
poi-10-2	2	0.67	13	1	58	76	0.0230806	0	0
