name,alpha,beta,L,m,T,OBJ,GAP,CPU,nodes,obj_bound,root_time,root_obj,root_bound,frac_time,frac_calls,int_time,int_calls,total_cuts,frac_conn,conn,noverlap,0noverlap,proper_noverlap,depot_flyover,synchro,compl_time,y(N),z(H),w(N),LP_time,LP_obj
poi-10-4,2,0.67,19,2,118,340,0,0.087931,1,340,0.0832601,340,349,0.00078,24,0.000682,7,7,0,7,0,0,0,0,0,113,6,1/18,0,0.0567582,366
poi-10-4,2,0.67,19,3,59,163,0,0.00785,0,163,0.000412226,163,1E+100,0,0,0.000125,1,0,0,0,0,0,0,0,0,51,3,0/18,0,0.00416279,163
poi-10-4,2,0.67,19,3,118,340,0,0.13187,1,340,0.123597,340,348,0.000789,23,0.000909,8,7,0,7,0,0,0,0,0,113,6,1/18,0,0.071101,366
poi-10-4,2,0.67,32,1,59,207,0,0.010398,0,207,0.00701499,207,807,0,0,0.000306,3,1,0,0,0,0,0,0,1,52,3,2/92,1,0.00665808,207
poi-10-4,2,0.67,32,1,118,340,0,0.097862,16,340,0.0813208,324,371,0.000701,20,0.000451,4,9,5,4,0,0,0,0,0,113,6,1/92,0,0.015698,410
poi-10-4,2,0.67,32,2,59,207,0,0.018849,1,207,0.014827,207,207,0,0,0.000386,3,1,0,0,0,0,0,0,1,52,3,2/92,1,0.0130541,207
poi-10-4,2,0.67,32,2,118,340,0,0.134049,23,340,0.121181,324,373,0.00084,24,0.000865,7,11,5,4,0,0,0,0,2,113,6,1/92,0,0.0247068,410
poi-10-4,2,0.67,32,3,59,207,0,0.024213,1,207,0.0189011,207,207,0,0,0.00044,3,1,0,0,0,0,0,0,1,52,3,2/92,1,0.0180569,207
poi-10-4,2,0.67,32,3,118,340,0,0.196181,34,340,0.166906,324,374,0.001202,31,0.000805,6,9,5,4,0,0,0,0,0,113,6,1/92,0,0.045387,410
poi-10-4,2,1,6,1,59,163,0,0.007527,0,163,0.0036869,163,341,0,0,0.000424,3,3,0,3,0,0,0,0,0,51,3,0/0,0,0.00329399,201
poi-10-4,2,1,6,1,118,324,0,0.069883,1,324,0.0666821,324,346,0.000786,18,0.000457,5,13,3,10,0,0,0,0,0,111,6,0/0,0,0.00460005,434
poi-10-4,2,1,6,2,59,163,0,0.005464,0,163,0.00268698,163,341,0,0,0.000306,3,3,0,3,0,0,0,0,0,51,3,0/0,0,0.00207806,201
poi-10-4,2,1,6,2,118,324,0,0.062343,1,324,0.0588281,324,346,0.000699,18,0.000458,5,13,3,10,0,0,0,0,0,111,6,0/0,0,0.00471401,434
poi-10-4,2,1,6,3,59,163,0,0.005874,0,163,0.00280094,163,341,0,0,0.000344,3,3,0,3,0,0,0,0,0,51,3,0/0,0,0.00219822,201
poi-10-4,2,1,6,3,118,324,0,0.058784,1,324,0.0552409,324,346,0.000583,18,0.000475,5,13,3,10,0,0,0,0,0,111,6,0/0,0,0.00459313,434
poi-10-4,2,1,19,1,59,163,0,0.006245,0,163,0.00346899,163,599,0,0,0.000211,2,0,0,0,0,0,0,0,0,51,3,0/18,0,0.00315595,163
